# time from 2015 (y), 1D, 1T, 3D, 3T
5.000000e+00 -6.241660e-02 -5.752401e-02
1.000000e+01 -1.247814e-01 -1.149880e-01
1.500000e+01 -1.870926e-01 -1.723933e-01
2.000000e+01 -2.493568e-01 -2.297489e-01
2.500000e+01 -3.115628e-01 -2.870435e-01
3.000000e+01 -3.737137e-01 -3.442835e-01
3.500000e+01 -4.358219e-01 -4.014587e-01
4.000000e+01 -4.978788e-01 -4.585858e-01
4.500000e+01 -5.598836e-01 -5.156588e-01
5.000000e+01 -6.218333e-01 -5.726771e-01
5.500000e+01 -6.837331e-01 -6.296421e-01
6.000000e+01 -7.455853e-01 -6.865475e-01
6.500000e+01 -8.073798e-01 -7.434037e-01
7.000000e+01 -8.691312e-01 -8.001986e-01
7.500000e+01 -9.308272e-01 -8.569469e-01
8.000000e+01 -9.924727e-01 -9.136337e-01
8.500000e+01 -1.054061e+00 -9.702697e-01
9.000000e+01 -1.115605e+00 -1.026849e+00
9.500000e+01 -1.177097e+00 -1.083381e+00
1.000000e+02 -1.238534e+00 -1.139856e+00
1.050000e+02 -1.299919e+00 -1.196270e+00
1.100000e+02 -1.361254e+00 -1.252640e+00
1.150000e+02 -1.422544e+00 -1.308950e+00
1.200000e+02 -1.483776e+00 -1.365205e+00
1.250000e+02 -1.544959e+00 -1.421412e+00
1.300000e+02 -1.606087e+00 -1.477558e+00
1.350000e+02 -1.667170e+00 -1.533656e+00
1.400000e+02 -1.728200e+00 -1.589700e+00
1.450000e+02 -1.789176e+00 -1.645688e+00
1.500000e+02 -1.850103e+00 -1.701624e+00
1.550000e+02 -1.910985e+00 -1.757507e+00
1.600000e+02 -1.971813e+00 -1.813335e+00
1.650000e+02 -2.032581e+00 -1.869106e+00
1.700000e+02 -2.093306e+00 -1.924830e+00
1.750000e+02 -2.153984e+00 -1.980501e+00
1.800000e+02 -2.214602e+00 -2.036113e+00
1.850000e+02 -2.275170e+00 -2.091679e+00
1.900000e+02 -2.335691e+00 -2.147188e+00
1.950000e+02 -2.396162e+00 -2.202641e+00
2.000000e+02 -2.456582e+00 -2.258044e+00
2.050000e+02 -2.516948e+00 -2.313396e+00
2.100000e+02 -2.577270e+00 -2.368691e+00
2.150000e+02 -2.637538e+00 -2.423937e+00
2.200000e+02 -2.697752e+00 -2.479130e+00
2.250000e+02 -2.757913e+00 -2.534266e+00
2.300000e+02 -2.818027e+00 -2.589354e+00
2.350000e+02 -2.878095e+00 -2.644390e+00
2.400000e+02 -2.938114e+00 -2.699367e+00
2.450000e+02 -2.998069e+00 -2.754293e+00
2.500000e+02 -3.057978e+00 -2.809166e+00
2.550000e+02 -3.117838e+00 -2.863990e+00
2.600000e+02 -3.177653e+00 -2.918764e+00
2.650000e+02 -3.237409e+00 -2.973483e+00
2.700000e+02 -3.297119e+00 -3.028151e+00
2.750000e+02 -3.356771e+00 -3.082761e+00
2.800000e+02 -3.416381e+00 -3.137325e+00
2.850000e+02 -3.475933e+00 -3.191832e+00
