# s, Ms for tM=1, tM=1.2, tM=0.8 (McCarthy model)
1.000000e-20 5.755450e-21 6.906540e-19 5.179905e-23
1.202708e-20 6.922127e-21 8.306553e-19 6.229915e-23
1.446507e-20 8.325300e-21 9.990360e-19 7.492770e-23
1.739726e-20 1.001291e-20 1.201549e-18 9.011617e-23
2.092383e-20 1.204261e-20 1.445113e-18 1.083835e-22
2.516527e-20 1.448374e-20 1.738049e-18 1.303537e-22
3.026648e-20 1.741972e-20 2.090366e-18 1.567775e-22
3.640175e-20 2.095084e-20 2.514101e-18 1.885576e-22
4.378069e-20 2.519775e-20 3.023730e-18 2.267798e-22
5.265540e-20 3.030555e-20 3.636666e-18 2.727499e-22
6.332908e-20 3.644874e-20 4.373848e-18 3.280386e-22
7.616642e-20 4.383720e-20 5.260464e-18 3.945348e-22
9.160598e-20 5.272336e-20 6.326804e-18 4.745103e-22
1.101753e-19 6.341083e-20 7.609299e-18 5.706975e-22
1.325087e-19 7.626473e-20 9.151768e-18 6.863826e-22
1.593694e-19 9.172423e-20 1.100691e-17 8.255181e-22
1.916748e-19 1.103175e-19 1.323810e-17 9.928574e-22
2.305289e-19 1.326798e-19 1.592157e-17 1.194118e-21
2.772591e-19 1.595751e-19 1.914901e-17 1.436176e-21
3.334618e-19 1.919223e-19 2.303067e-17 1.727300e-21
4.010573e-19 2.308265e-19 2.769918e-17 2.077439e-21
4.823549e-19 2.776170e-19 3.331404e-17 2.498553e-21
5.801323e-19 3.338922e-19 4.006707e-17 3.005030e-21
6.977300e-19 4.015750e-19 4.818900e-17 3.614175e-21
8.391656e-19 4.829776e-19 5.795731e-17 4.346798e-21
1.009272e-18 5.808811e-19 6.970574e-17 5.227930e-21
1.213859e-18 6.986306e-19 8.383567e-17 6.287675e-21
1.459919e-18 8.402488e-19 1.008299e-16 7.562239e-21
1.755856e-18 1.010574e-18 1.212689e-16 9.095168e-21
2.111783e-18 1.215426e-18 1.458511e-16 1.093883e-20
2.539859e-18 1.461803e-18 1.754164e-16 1.315623e-20
3.054710e-18 1.758123e-18 2.109747e-16 1.582310e-20
3.673925e-18 2.114509e-18 2.537411e-16 1.903058e-20
4.418660e-18 2.543137e-18 3.051765e-16 2.288824e-20
5.314359e-18 3.058653e-18 3.670383e-16 2.752787e-20
6.391624e-18 3.678667e-18 4.414400e-16 3.310800e-20
7.687260e-18 4.424364e-18 5.309236e-16 3.981927e-20
9.245531e-18 5.321219e-18 6.385463e-16 4.789097e-20
1.111968e-17 6.399874e-18 7.679849e-16 5.759887e-20
1.337373e-17 7.697182e-18 9.236619e-16 6.927464e-20
1.608469e-17 9.257465e-18 1.110896e-15 8.331719e-20
1.934520e-17 1.113403e-17 1.336084e-15 1.002063e-19
2.326663e-17 1.339099e-17 1.606919e-15 1.205189e-19
2.798297e-17 1.610546e-17 1.932655e-15 1.449491e-19
3.365535e-17 1.937017e-17 2.324420e-15 1.743315e-19
4.047757e-17 2.329666e-17 2.795599e-15 2.096700e-19
4.868271e-17 2.801909e-17 3.362291e-15 2.521718e-19
5.855110e-17 3.369879e-17 4.043855e-15 3.032891e-19
7.041990e-17 4.052982e-17 4.863578e-15 3.647684e-19
8.469460e-17 4.874555e-17 5.849466e-15 4.387099e-19
1.018629e-16 5.862668e-17 7.035201e-15 5.276401e-19
1.225114e-16 7.051080e-17 8.461295e-15 6.345972e-19
1.473454e-16 8.480392e-17 1.017647e-14 7.632353e-19
1.772136e-16 1.019944e-16 1.223933e-14 9.179494e-19
2.131362e-16 1.226695e-16 1.472034e-14 1.104025e-18
2.563407e-16 1.475356e-16 1.770427e-14 1.327821e-18
3.083031e-16 1.774423e-16 2.129308e-14 1.596981e-18
3.707988e-16 2.134114e-16 2.560936e-14 1.920702e-18
4.459628e-16 2.566716e-16 3.080059e-14 2.310045e-18
5.363631e-16 3.087011e-16 3.704413e-14 2.778310e-18
6.450884e-16 3.712774e-16 4.455329e-14 3.341496e-18
7.758532e-16 4.465384e-16 5.358461e-14 4.018846e-18
9.331251e-16 5.370555e-16 6.444666e-14 4.833499e-18
1.122277e-15 6.459211e-16 7.751053e-14 5.813290e-18
