# s, Ms for tM=1, tM=1.2, tM=0.8 (Maxwell model)
1.000000e-20 1.000000e-20 1.200000e-18 9.000000e-23
1.202708e-20 1.202708e-20 1.443250e-18 1.082438e-22
1.446507e-20 1.446507e-20 1.735809e-18 1.301857e-22
1.739726e-20 1.739726e-20 2.087672e-18 1.565754e-22
2.092383e-20 2.092383e-20 2.510860e-18 1.883145e-22
2.516527e-20 2.516527e-20 3.019832e-18 2.264874e-22
3.026648e-20 3.026648e-20 3.631978e-18 2.723983e-22
3.640175e-20 3.640175e-20 4.368210e-18 3.276157e-22
4.378069e-20 4.378069e-20 5.253682e-18 3.940262e-22
5.265540e-20 5.265540e-20 6.318648e-18 4.738986e-22
6.332908e-20 6.332908e-20 7.599490e-18 5.699618e-22
7.616642e-20 7.616642e-20 9.139970e-18 6.854978e-22
9.160598e-20 9.160598e-20 1.099272e-17 8.244539e-22
1.101753e-19 1.101753e-19 1.322103e-17 9.915775e-22
1.325087e-19 1.325087e-19 1.590105e-17 1.192579e-21
1.593694e-19 1.593694e-19 1.912432e-17 1.434324e-21
1.916748e-19 1.916748e-19 2.300098e-17 1.725074e-21
2.305289e-19 2.305289e-19 2.766347e-17 2.074760e-21
2.772591e-19 2.772591e-19 3.327109e-17 2.495332e-21
3.334618e-19 3.334618e-19 4.001542e-17 3.001156e-21
4.010573e-19 4.010573e-19 4.812687e-17 3.609516e-21
4.823549e-19 4.823549e-19 5.788259e-17 4.341194e-21
5.801323e-19 5.801323e-19 6.961588e-17 5.221191e-21
6.977300e-19 6.977300e-19 8.372760e-17 6.279570e-21
8.391656e-19 8.391656e-19 1.006999e-16 7.552491e-21
1.009272e-18 1.009272e-18 1.211126e-16 9.083444e-21
1.213859e-18 1.213859e-18 1.456631e-16 1.092473e-20
1.459919e-18 1.459919e-18 1.751902e-16 1.313927e-20
1.755856e-18 1.755856e-18 2.107028e-16 1.580271e-20
2.111783e-18 2.111783e-18 2.534140e-16 1.900605e-20
2.539859e-18 2.539859e-18 3.047831e-16 2.285873e-20
3.054710e-18 3.054710e-18 3.665652e-16 2.749239e-20
3.673925e-18 3.673925e-18 4.408710e-16 3.306532e-20
4.418660e-18 4.418660e-18 5.302392e-16 3.976794e-20
5.314359e-18 5.314359e-18 6.377231e-16 4.782923e-20
6.391624e-18 6.391624e-18 7.669949e-16 5.752462e-20
7.687260e-18 7.687260e-18 9.224711e-16 6.918534e-20
9.245531e-18 9.245531e-18 1.109464e-15 8.320978e-20
1.111968e-17 1.111968e-17 1.334361e-15 1.000771e-19
1.337373e-17 1.337373e-17 1.604847e-15 1.203636e-19
1.608469e-17 1.608469e-17 1.930163e-15 1.447623e-19
1.934520e-17 1.934520e-17 2.321424e-15 1.741068e-19
2.326663e-17 2.326663e-17 2.791995e-15 2.093997e-19
2.798297e-17 2.798297e-17 3.357956e-15 2.518467e-19
3.365535e-17 3.365535e-17 4.038642e-15 3.028981e-19
4.047757e-17 4.047757e-17 4.857308e-15 3.642981e-19
4.868271e-17 4.868271e-17 5.841925e-15 4.381444e-19
5.855110e-17 5.855110e-17 7.026132e-15 5.269599e-19
7.041990e-17 7.041990e-17 8.450388e-15 6.337791e-19
8.469460e-17 8.469460e-17 1.016335e-14 7.622514e-19
1.018629e-16 1.018629e-16 1.222355e-14 9.167661e-19
1.225114e-16 1.225114e-16 1.470136e-14 1.102602e-18
1.473454e-16 1.473454e-16 1.768145e-14 1.326109e-18
1.772136e-16 1.772136e-16 2.126563e-14 1.594922e-18
2.131362e-16 2.131362e-16 2.557635e-14 1.918226e-18
2.563407e-16 2.563407e-16 3.076089e-14 2.307067e-18
3.083031e-16 3.083031e-16 3.699638e-14 2.774728e-18
3.707988e-16 3.707988e-16 4.449585e-14 3.337189e-18
4.459628e-16 4.459628e-16 5.351553e-14 4.013665e-18
5.363631e-16 5.363631e-16 6.436358e-14 4.827268e-18
6.450884e-16 6.450884e-16 7.741061e-14 5.805796e-18
7.758532e-16 7.758532e-16 9.310238e-14 6.982679e-18
9.331251e-16 9.331251e-16 1.119750e-13 8.398126e-18
1.122277e-15 1.122277e-15 1.346733e-13 1.010050e-17
1.349772e-15 1.349772e-15 1.619727e-13 1.214795e-17
1.623382e-15 1.623382e-15 1.948059e-13 1.461044e-17
1.952456e-15 1.952456e-15 2.342947e-13 1.757210e-17
2.348235e-15 2.348235e-15 2.817882e-13 2.113411e-17
2.824241e-15 2.824241e-15 3.389090e-13 2.541817e-17
3.396739e-15 3.396739e-15 4.076086e-13 3.057065e-17
4.085286e-15 4.085286e-15 4.902343e-13 3.676757e-17
4.913407e-15 4.913407e-15 5.896089e-13 4.422067e-17
5.909396e-15 5.909396e-15 7.091275e-13 5.318456e-17
7.107280e-15 7.107280e-15 8.528736e-13 6.396552e-17
8.547985e-15 8.547985e-15 1.025758e-12 7.693186e-17
1.028073e-14 1.028073e-14 1.233688e-12 9.252659e-17
1.236472e-14 1.236472e-14 1.483767e-12 1.112825e-16
1.487115e-14 1.487115e-14 1.784539e-12 1.338404e-16
1.788566e-14 1.788566e-14 2.146279e-12 1.609710e-16
2.151123e-14 2.151123e-14 2.581348e-12 1.936011e-16
2.587174e-14 2.587174e-14 3.104609e-12 2.328457e-16
3.111616e-14 3.111616e-14 3.733939e-12 2.800454e-16
3.742366e-14 3.742366e-14 4.490840e-12 3.368130e-16
4.500975e-14 4.500975e-14 5.401170e-12 4.050878e-16
5.413360e-14 5.413360e-14 6.496032e-12 4.872024e-16
6.510694e-14 6.510694e-14 7.812832e-12 5.859624e-16
7.830465e-14 7.830465e-14 9.396558e-12 7.047419e-16
9.417766e-14 9.417766e-14 1.130132e-11 8.475989e-16
1.132683e-13 1.132683e-13 1.359219e-11 1.019414e-15
1.362287e-13 1.362287e-13 1.634744e-11 1.226058e-15
1.638434e-13 1.638434e-13 1.966120e-11 1.474590e-15
1.970558e-13 1.970558e-13 2.364669e-11 1.773502e-15
2.370006e-13 2.370006e-13 2.844008e-11 2.133006e-15
2.850426e-13 2.850426e-13 3.420512e-11 2.565384e-15
3.428231e-13 3.428231e-13 4.113878e-11 3.085408e-15
4.123163e-13 4.123163e-13 4.947795e-11 3.710846e-15
4.958962e-13 4.958962e-13 5.950754e-11 4.463066e-15
5.964185e-13 5.964185e-13 7.157022e-11 5.367766e-15
7.173175e-13 7.173175e-13 8.607810e-11 6.455857e-15
8.627237e-13 8.627237e-13 1.035268e-10 7.764514e-15
1.037605e-12 1.037605e-12 1.245126e-10 9.338445e-15
1.247936e-12 1.247936e-12 1.497523e-10 1.123143e-14
1.500903e-12 1.500903e-12 1.801084e-10 1.350813e-14
1.805149e-12 1.805149e-12 2.166179e-10 1.624634e-14
2.171068e-12 2.171068e-12 2.605281e-10 1.953961e-14
2.611161e-12 2.611161e-12 3.133393e-10 2.350045e-14
3.140465e-12 3.140465e-12 3.768558e-10 2.826419e-14
3.777064e-12 3.777064e-12 4.532476e-10 3.399357e-14
4.542706e-12 4.542706e-12 5.451247e-10 4.088435e-14
5.463550e-12 5.463550e-12 6.556260e-10 4.917195e-14
6.571058e-12 6.571058e-12 7.885269e-10 5.913952e-14
7.903066e-12 7.903066e-12 9.483679e-10 7.112759e-14
9.505083e-12 9.505083e-12 1.140610e-09 8.554575e-14
1.143184e-11 1.143184e-11 1.371821e-09 1.028866e-13
1.374917e-11 1.374917e-11 1.649901e-09 1.237426e-13
1.653624e-11 1.653624e-11 1.984349e-09 1.488262e-13
1.988828e-11 1.988828e-11 2.386593e-09 1.789945e-13
2.391980e-11 2.391980e-11 2.870376e-09 2.152782e-13
2.876854e-11 2.876854e-11 3.452225e-09 2.589169e-13
3.460016e-11 3.460016e-11 4.152020e-09 3.114015e-13
4.161391e-11 4.161391e-11 4.993669e-09 3.745251e-13
5.004939e-11 5.004939e-11 6.005927e-09 4.504445e-13
6.019482e-11 6.019482e-11 7.223378e-09 5.417534e-13
7.239681e-11 7.239681e-11 8.687617e-09 6.515713e-13
8.707225e-11 8.707225e-11 1.044867e-08 7.836502e-13
1.047225e-10 1.047225e-10 1.256670e-08 9.425027e-13
1.259506e-10 1.259506e-10 1.511408e-08 1.133556e-12
1.514819e-10 1.514819e-10 1.817783e-08 1.363337e-12
1.821885e-10 1.821885e-10 2.186262e-08 1.639697e-12
2.191197e-10 2.191197e-10 2.629436e-08 1.972077e-12
2.635371e-10 2.635371e-10 3.162445e-08 2.371833e-12
3.169582e-10 3.169582e-10 3.803498e-08 2.852624e-12
3.812083e-10 3.812083e-10 4.574499e-08 3.430875e-12
4.584824e-10 4.584824e-10 5.501788e-08 4.126341e-12
5.514206e-10 5.514206e-10 6.617047e-08 4.962785e-12
6.631981e-10 6.631981e-10 7.958377e-08 5.968783e-12
7.976339e-10 7.976339e-10 9.571606e-08 7.178705e-12
9.593209e-10 9.593209e-10 1.151185e-07 8.633889e-12
1.153783e-09 1.153783e-09 1.384540e-07 1.038405e-11
1.387665e-09 1.387665e-09 1.665198e-07 1.248898e-11
1.668956e-09 1.668956e-09 2.002747e-07 1.502060e-11
2.007267e-09 2.007267e-09 2.408720e-07 1.806541e-11
2.414157e-09 2.414157e-09 2.896988e-07 2.172741e-11
2.903527e-09 2.903527e-09 3.484231e-07 2.613174e-11
3.492096e-09 3.492096e-09 4.190514e-07 3.142886e-11
4.199973e-09 4.199973e-09 5.039965e-07 3.779976e-11
5.051342e-09 5.051342e-09 6.061608e-07 4.546208e-11
6.075292e-09 6.075292e-09 7.290346e-07 5.467763e-11
7.306804e-09 7.306804e-09 8.768158e-07 6.576124e-11
8.787954e-09 8.787954e-09 1.054554e-06 7.909159e-11
1.056935e-08 1.056935e-08 1.268320e-06 9.512411e-11
1.271184e-08 1.271184e-08 1.525419e-06 1.144066e-10
1.528864e-08 1.528864e-08 1.834634e-06 1.375977e-10
1.838777e-08 1.838777e-08 2.206528e-06 1.654899e-10
2.211512e-08 2.211512e-08 2.653809e-06 1.990361e-10
2.659804e-08 2.659804e-08 3.191757e-06 2.393824e-10
3.198969e-08 3.198969e-08 3.838750e-06 2.879072e-10
3.847427e-08 3.847426e-08 4.616894e-06 3.462684e-10
4.627332e-08 4.627332e-08 5.552773e-06 4.164599e-10
5.565331e-08 5.565330e-08 6.678360e-06 5.008798e-10
6.693470e-08 6.693469e-08 8.032110e-06 6.024123e-10
8.050292e-08 8.050291e-08 9.660272e-06 7.245263e-10
9.682153e-08 9.682152e-08 1.161847e-05 8.713938e-10
1.164481e-07 1.164480e-07 1.397360e-05 1.048033e-09
1.400531e-07 1.400530e-07 1.680613e-05 1.260477e-09
1.684430e-07 1.684429e-07 2.021282e-05 1.515987e-09
2.025878e-07 2.025877e-07 2.431004e-05 1.823290e-09
2.436540e-07 2.436539e-07 2.923777e-05 2.192886e-09
2.930447e-07 2.930446e-07 3.516433e-05 2.637402e-09
3.524473e-07 3.524472e-07 4.229219e-05 3.172026e-09
4.238913e-07 4.238911e-07 5.086480e-05 3.815022e-09
5.098176e-07 5.098173e-07 6.117499e-05 4.588358e-09
6.131619e-07 6.131615e-07 7.357491e-05 5.518457e-09
7.374549e-07 7.374544e-07 8.848806e-05 6.637094e-09
8.869432e-07 8.869424e-07 1.064237e-04 7.982488e-09
1.066734e-06 1.066733e-06 1.279944e-04 9.600605e-09
1.282970e-06 1.282968e-06 1.539366e-04 1.154673e-08
1.543038e-06 1.543036e-06 1.851360e-04 1.388735e-08
1.855825e-06 1.855822e-06 2.226577e-04 1.670243e-08
2.232016e-06 2.232011e-06 2.677822e-04 2.008815e-08
2.684465e-06 2.684458e-06 3.220493e-04 2.416018e-08
3.228628e-06 3.228618e-06 3.873103e-04 2.905765e-08
3.883098e-06 3.883083e-06 4.657909e-04 3.494788e-08
4.670234e-06 4.670213e-06 5.601665e-04 4.203211e-08
5.616930e-06 5.616898e-06 6.736532e-04 5.055237e-08
6.755528e-06 6.755483e-06 8.101161e-04 6.079975e-08
8.124930e-06 8.124864e-06 9.742001e-04 7.312437e-08
9.771921e-06 9.771826e-06 1.171486e-03 8.794728e-08
1.175277e-05 1.175263e-05 1.408677e-03 1.057749e-07
1.413516e-05 1.413496e-05 1.693824e-03 1.272164e-07
1.700047e-05 1.700018e-05 2.036594e-03 1.530042e-07
2.044661e-05 2.044619e-05 2.448586e-03 1.840194e-07
2.459130e-05 2.459070e-05 2.943718e-03 2.213217e-07
2.957617e-05 2.957529e-05 3.538674e-03 2.661854e-07
3.557150e-05 3.557024e-05 4.253450e-03 3.201434e-07
4.278214e-05 4.278031e-05 5.111987e-03 3.850391e-07
5.145444e-05 5.145179e-05 6.142925e-03 4.630897e-07
6.188468e-05 6.188085e-05 7.380488e-03 5.569618e-07
7.442922e-05 7.442368e-05 8.865521e-03 6.698625e-07
8.951665e-05 8.950863e-05 1.064669e-02 8.056491e-07
1.076624e-04 1.076508e-04 1.278188e-02 9.689607e-07
1.294865e-04 1.294697e-04 1.533975e-02 1.165377e-06
1.557345e-04 1.557102e-04 1.840156e-02 1.401608e-06
1.873032e-04 1.872681e-04 2.206313e-02 1.685725e-06
2.252711e-04 2.252203e-04 2.643698e-02 2.027435e-06
2.709354e-04 2.708620e-04 3.165461e-02 2.438412e-06
3.258562e-04 3.257501e-04 3.786877e-02 2.932697e-06
3.919100e-04 3.917565e-04 4.525559e-02 3.527176e-06
4.713535e-04 4.711314e-04 5.401634e-02 4.242161e-06
5.669007e-04 5.665795e-04 6.437847e-02 5.102078e-06
6.818162e-04 6.813517e-04 7.659554e-02 6.136304e-06
8.200261e-04 8.193542e-04 9.094537e-02 7.380174e-06
9.862522e-04 9.852804e-04 1.077258e-01 8.876182e-06
1.186174e-03 1.184768e-03 1.272471e-01 1.067544e-05
1.426621e-03 1.424589e-03 1.498208e-01 1.283941e-05
1.715809e-03 1.712870e-03 1.757429e-01 1.544202e-05
2.063618e-03 2.059368e-03 2.052735e-01 1.857218e-05
2.481930e-03 2.475786e-03 2.386102e-01 2.233682e-05
2.985038e-03 2.976154e-03 2.758595e-01 2.686454e-05
3.590130e-03 3.577287e-03 3.170063e-01 3.231001e-05
4.317880e-03 4.299316e-03 3.618871e-01 3.885924e-05
5.193150e-03 5.166320e-03 4.101704e-01 4.673592e-05
6.245845e-03 6.207076e-03 4.613496e-01 5.620909e-05
7.511929e-03 7.455921e-03 5.147528e-01 6.760229e-05
9.034660e-03 8.953766e-03 5.695711e-01 8.130460e-05
1.086606e-02 1.074926e-02 6.249034e-01 9.778392e-05
1.306870e-02 1.290011e-02 6.798147e-01 1.176030e-04
1.571784e-02 1.547461e-02 7.333978e-01 1.414383e-04
1.890397e-02 1.855324e-02 7.848322e-01 1.701036e-04
2.273597e-02 2.223053e-02 8.334307e-01 2.045772e-04
2.734474e-02 2.661690e-02 8.786696e-01 2.460354e-04
3.288774e-02 3.184058e-02 9.201998e-01 2.958924e-04
3.955436e-02 3.804934e-02 9.578417e-01 3.558485e-04
4.757236e-02 4.541201e-02 9.915667e-01 4.279477e-04
5.721568e-02 5.411921e-02 1.021470e+00 5.146466e-04
6.881377e-02 6.438331e-02 1.047742e+00 6.188980e-04
8.276289e-02 7.643677e-02 1.070638e+00 7.442501e-04
9.953962e-02 9.052845e-02 1.090451e+00 8.949658e-04
1.197171e-01 1.069173e-01 1.107491e+00 1.076166e-03
1.439848e-01 1.258625e-01 1.122070e+00 1.294000e-03
1.731717e-01 1.476099e-01 1.134488e+00 1.555851e-03
2.082751e-01 1.723739e-01 1.145023e+00 1.870580e-03
2.504942e-01 2.003161e-01 1.153934e+00 2.248814e-03
3.012714e-01 2.315208e-01 1.161448e+00 2.703298e-03
3.623416e-01 2.659697e-01 1.167772e+00 3.249301e-03
4.357913e-01 3.035199e-01 1.173082e+00 3.905104e-03
5.241298e-01 3.438879e-01 1.177534e+00 4.692573e-03
6.303753e-01 3.866443e-01 1.181261e+00 5.637838e-03
