# time from 2015 (y), 1D, 1T, 3D, 3T
5.000000e+00 -3.140066e-02 -3.487445e-02 -2.789972e-02 -3.330259e-02
1.000000e+01 -6.001662e-02 -6.582024e-02 -5.282183e-02 -6.216428e-02
1.500000e+01 -8.584641e-02 -9.283667e-02 -7.476616e-02 -8.658621e-02
2.000000e+01 -1.085082e-01 -1.158148e-01 -9.337224e-02 -1.066876e-01
2.500000e+01 -1.242245e-01 -1.310315e-01 -1.047700e-01 -1.187723e-01
3.000000e+01 -1.346335e-01 -1.397570e-01 -1.105422e-01 -1.238907e-01
3.500000e+01 -1.467542e-01 -1.491162e-01 -1.177186e-01 -1.291466e-01
4.000000e+01 -1.676462e-01 -1.671533e-01 -1.334517e-01 -1.429298e-01
4.500000e+01 -2.000463e-01 -1.977797e-01 -1.606439e-01 -1.696031e-01
5.000000e+01 -2.400495e-01 -2.376598e-01 -1.955149e-01 -2.063090e-01
5.500000e+01 -2.846937e-01 -2.836063e-01 -2.352017e-01 -2.497524e-01
6.000000e+01 -3.310295e-01 -3.321658e-01 -2.767674e-01 -2.964012e-01
6.500000e+01 -3.754315e-01 -3.791809e-01 -3.165777e-01 -3.419036e-01
7.000000e+01 -4.205325e-01 -4.268642e-01 -3.572415e-01 -3.882193e-01
7.500000e+01 -4.723581e-01 -4.813588e-01 -4.048286e-01 -4.417672e-01
8.000000e+01 -5.369964e-01 -5.495332e-01 -4.655363e-01 -5.096319e-01
8.500000e+01 -6.179896e-01 -6.355752e-01 -5.430763e-01 -5.965535e-01
9.000000e+01 -7.124055e-01 -7.373421e-01 -6.346688e-01 -7.008494e-01
9.500000e+01 -8.140951e-01 -8.483413e-01 -7.341766e-01 -8.160292e-01
1.000000e+02 -9.167781e-01 -9.614222e-01 -8.352769e-01 -9.345259e-01
1.050000e+02 -1.018626e+00 -1.073678e+00 -9.360727e-01 -1.052959e+00
1.100000e+02 -1.124371e+00 -1.189742e+00 -1.041332e+00 -1.175798e+00
1.150000e+02 -1.233531e+00 -1.309369e+00 -1.150467e+00 -1.302851e+00
1.200000e+02 -1.345508e+00 -1.431566e+00 -1.262832e+00 -1.433099e+00
1.250000e+02 -1.457210e+00 -1.552916e+00 -1.375329e+00 -1.562957e+00
1.300000e+02 -1.571196e+00 -1.675553e+00 -1.490424e+00 -1.694407e+00
1.350000e+02 -1.691361e+00 -1.803446e+00 -1.611999e+00 -1.831247e+00
1.400000e+02 -1.821670e+00 -1.940927e+00 -1.743992e+00 -1.978074e+00
1.450000e+02 -1.949495e+00 -2.075981e+00 -1.873797e+00 -2.123106e+00
1.500000e+02 -2.079490e+00 -2.212137e+00 -2.005959e+00 -2.269276e+00
1.550000e+02 -2.234932e+00 -2.372452e+00 -2.163969e+00 -2.439807e+00
1.600000e+02 -2.439064e+00 -2.583122e+00 -2.371615e+00 -2.662480e+00
1.650000e+02 -2.679920e+00 -2.835279e+00 -2.617271e+00 -2.930494e+00
1.700000e+02 -2.954685e+00 -3.124861e+00 -2.898372e+00 -3.239814e+00
1.750000e+02 -3.290810e+00 -3.478680e+00 -3.243096e+00 -3.617655e+00
1.800000e+02 -3.716004e+00 -3.929832e+00 -3.680203e+00 -4.099884e+00
1.850000e+02 -4.252942e+00 -4.507176e+00 -4.233859e+00 -4.719193e+00
1.900000e+02 -4.889144e+00 -5.203991e+00 -4.892754e+00 -5.472710e+00
1.950000e+02 -5.580853e+00 -5.974129e+00 -5.613644e+00 -6.314489e+00
2.000000e+02 -6.283735e+00 -6.767687e+00 -6.352116e+00 -7.191862e+00
2.050000e+02 -7.001758e+00 -7.582004e+00 -7.112119e+00 -8.098938e+00
2.100000e+02 -7.760555e+00 -8.443214e+00 -7.919510e+00 -9.061507e+00
2.150000e+02 -8.527805e+00 -9.321248e+00 -8.742127e+00 -1.005096e+01
2.200000e+02 -9.270780e+00 -1.017825e+01 -9.546828e+00 -1.102777e+01
2.250000e+02 -9.971789e+00 -1.099037e+01 -1.031511e+01 -1.196562e+01
2.300000e+02 -1.065772e+01 -1.178068e+01 -1.107330e+01 -1.288553e+01
2.350000e+02 -1.134264e+01 -1.256493e+01 -1.183528e+01 -1.380341e+01
2.400000e+02 -1.204029e+01 -1.335968e+01 -1.261489e+01 -1.473713e+01
2.450000e+02 -1.271773e+01 -1.413544e+01 -1.337898e+01 -1.565846e+01
2.500000e+02 -1.338844e+01 -1.490131e+01 -1.414064e+01 -1.657507e+01
2.550000e+02 -1.411009e+01 -1.571394e+01 -1.495799e+01 -1.754351e+01
2.600000e+02 -1.494005e+01 -1.664186e+01 -1.588974e+01 -1.863665e+01
2.650000e+02 -1.591160e+01 -1.773137e+01 -1.697114e+01 -1.990691e+01
2.700000e+02 -1.700096e+01 -1.896816e+01 -1.817991e+01 -2.134514e+01
2.750000e+02 -1.814631e+01 -2.028656e+01 -1.945488e+01 -2.288580e+01
2.800000e+02 -1.928514e+01 -2.161498e+01 -2.073326e+01 -2.445357e+01
2.850000e+02 -2.046393e+01 -2.298926e+01 -2.205932e+01 -2.607773e+01
