# Normalized GXM weights (col1) and timescales (col2)
4.484070e-02 1.000000e-10
-2.325487e-02 3.359818e-10
2.935275e-02 1.128838e-09
-2.007315e-03 3.792690e-09
1.645142e-02 1.274275e-08
7.543898e-03 4.281332e-08
1.347025e-02 1.438450e-07
1.237484e-02 4.832930e-07
1.387923e-02 1.623777e-06
1.709397e-02 5.455595e-06
1.473349e-02 1.832981e-05
2.448240e-02 6.158482e-05
1.656371e-02 2.069138e-04
4.695144e-02 6.951928e-04
1.008774e-02 2.335721e-03
1.023166e-01 7.847600e-03
-3.472029e-02 2.636651e-02
2.508791e-01 8.858668e-02
-1.661558e-01 2.976351e-01
6.028252e-01 1.000000e+00
